name,stats_total,weakness,individual_stats,types
annihilape,535,"{'normal': 0, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 1, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 1.0, 'bug': 0.5, 'rock': 2, 'ghost': 0, 'dragon': 1, 'dark': 1.0, 'steel': 2, 'fairy': 0.5}","[110, 115, 80, 50, 90, 90]","['fighting', 'ghost']"
clodsire,430,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 2, 'grass': 1.0, 'ice': 1, 'fighting': 1, 'poison': 1.0, 'ground': 0.5, 'flying': 0, 'psychic': 1, 'bug': 0.5, 'rock': 1.0, 'ghost': 0.5, 'dragon': 1, 'dark': 1, 'steel': 0, 'fairy': 2}","[130, 75, 60, 45, 100, 20]","['poison', 'ground']"
farigiraf,520,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 2, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 0, 'steel': 0.25, 'fairy': 1}","[120, 90, 70, 110, 70, 60]","['normal', 'psychic']"
dudunsparce-two-segment,520,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[125, 100, 80, 85, 75, 55]",['normal']
kingambit,550,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 0.5, 'grass': 1, 'ice': 2, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 2, 'bug': 1, 'rock': 2, 'ghost': 2, 'dragon': 1, 'dark': 0.5, 'steel': 0.5, 'fairy': 1.0}","[100, 135, 120, 60, 85, 50]","['dark', 'steel']"
great-tusk,570,"{'normal': 2, 'fire': 2, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 2, 'fighting': 1, 'poison': 1.0, 'ground': 1, 'flying': 0.0, 'psychic': 0.5, 'bug': 0.25, 'rock': 4, 'ghost': 0, 'dragon': 1, 'dark': 2, 'steel': 4, 'fairy': 0.5}","[115, 131, 131, 53, 53, 87]","['ground', 'fighting']"
scream-tail,570,"{'normal': 1, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 4, 'poison': 1.0, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 0, 'steel': 0.25, 'fairy': 1}","[115, 65, 99, 65, 115, 111]","['fairy', 'psychic']"
brute-bonnet,570,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 0.5, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 2, 'bug': 0.5, 'rock': 2, 'ghost': 2, 'dragon': 0.5, 'dark': 0.5, 'steel': 0.5, 'fairy': 0.5}","[111, 127, 99, 79, 99, 55]","['grass', 'dark']"
flutter-mane,570,"{'normal': 0, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 0.5, 'ground': 1, 'flying': 1, 'psychic': 2, 'bug': 1, 'rock': 1, 'ghost': 2, 'dragon': 2, 'dark': 1.0, 'steel': 0.5, 'fairy': 1}","[55, 55, 55, 135, 135, 135]","['ghost', 'fairy']"
slither-wing,570,"{'normal': 2, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 0.5, 'poison': 0.25, 'ground': 1, 'flying': 0.25, 'psychic': 1.0, 'bug': 0.5, 'rock': 2, 'ghost': 0.0, 'dragon': 1, 'dark': 4, 'steel': 1.0, 'fairy': 0.25}","[85, 135, 79, 85, 105, 81]","['bug', 'fighting']"
sandy-shocks,570,"{'normal': 1, 'fire': 2, 'water': 2, 'electric': 1.0, 'grass': 0.25, 'ice': 1, 'fighting': 1, 'poison': 2, 'ground': 0, 'flying': 0, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 2, 'fairy': 1}","[85, 81, 97, 121, 85, 101]","['electric', 'ground']"
iron-treads,570,"{'normal': 1, 'fire': 1.0, 'water': 0.5, 'electric': 1.0, 'grass': 0.5, 'ice': 2, 'fighting': 1, 'poison': 2, 'ground': 1, 'flying': 0, 'psychic': 1, 'bug': 0.5, 'rock': 4, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1.0, 'fairy': 2}","[90, 112, 120, 72, 70, 106]","['ground', 'steel']"
iron-bundle,570,"{'normal': 1, 'fire': 1.0, 'water': 0.25, 'electric': 1, 'grass': 1.0, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 4, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1.0, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[56, 80, 114, 124, 60, 136]","['ice', 'water']"
iron-hands,570,"{'normal': 2, 'fire': 1, 'water': 2, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 1, 'poison': 0.5, 'ground': 0, 'flying': 1.0, 'psychic': 0.5, 'bug': 0.5, 'rock': 2, 'ghost': 0, 'dragon': 0.5, 'dark': 2, 'steel': 2, 'fairy': 0.5}","[154, 140, 108, 50, 68, 50]","['fighting', 'electric']"
iron-jugulis,570,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 2, 'ice': 1, 'fighting': 1.0, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 2, 'bug': 2, 'rock': 0.5, 'ghost': 2, 'dragon': 1, 'dark': 0.5, 'steel': 0.5, 'fairy': 0.5}","[94, 80, 86, 122, 80, 108]","['dark', 'flying']"
iron-moth,570,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 4, 'ice': 2, 'fighting': 1, 'poison': 0.5, 'ground': 0.5, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.25, 'ghost': 0.5, 'dragon': 0.5, 'dark': 1, 'steel': 0, 'fairy': 2}","[80, 70, 60, 140, 110, 110]","['fire', 'poison']"
iron-thorns,570,"{'normal': 1, 'fire': 2, 'water': 2, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 0.5, 'poison': 1, 'ground': 0.0, 'flying': 4, 'psychic': 1, 'bug': 2, 'rock': 1, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[100, 134, 110, 70, 84, 72]","['rock', 'electric']"
frigibax,320,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 4, 'dark': 1, 'steel': 0.25, 'fairy': 0}","[65, 75, 45, 35, 45, 55]","['dragon', 'ice']"
arctibax,423,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 4, 'dark': 1, 'steel': 0.25, 'fairy': 0}","[90, 95, 66, 45, 65, 62]","['dragon', 'ice']"
baxcalibur,600,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 4, 'dark': 1, 'steel': 0.25, 'fairy': 0}","[115, 145, 92, 75, 86, 87]","['dragon', 'ice']"
gimmighoul,300,"{'normal': 0, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 2, 'bug': 1, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 0.5, 'steel': 1, 'fairy': 1}","[45, 30, 70, 75, 70, 10]",['ghost']
gholdengo,550,"{'normal': 0, 'fire': 0.5, 'water': 0.5, 'electric': 0.5, 'grass': 1, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 2, 'bug': 1, 'rock': 2, 'ghost': 2, 'dragon': 1, 'dark': 0.5, 'steel': 0.5, 'fairy': 2}","[87, 60, 95, 133, 91, 84]","['steel', 'ghost']"
wo-chien,570,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 0.5, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 2, 'bug': 0.5, 'rock': 2, 'ghost': 2, 'dragon': 0.5, 'dark': 0.5, 'steel': 0.5, 'fairy': 0.5}","[85, 85, 100, 95, 135, 70]","['dark', 'grass']"
chien-pao,570,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 0.5, 'fighting': 0.5, 'poison': 1, 'ground': 2, 'flying': 2, 'psychic': 2, 'bug': 1, 'rock': 1, 'ghost': 2, 'dragon': 2, 'dark': 0.5, 'steel': 0.5, 'fairy': 0.5}","[80, 120, 80, 90, 65, 135]","['dark', 'ice']"
ting-lu,570,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 1, 'fighting': 0.5, 'poison': 2, 'ground': 1, 'flying': 0, 'psychic': 2, 'bug': 0.5, 'rock': 2, 'ghost': 2, 'dragon': 1, 'dark': 0.5, 'steel': 2, 'fairy': 0.5}","[155, 110, 125, 55, 80, 45]","['dark', 'ground']"
chi-yu,570,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 2, 'bug': 2, 'rock': 0.5, 'ghost': 2, 'dragon': 0.5, 'dark': 0.5, 'steel': 2, 'fairy': 0.5}","[55, 80, 80, 135, 120, 100]","['dark', 'fire']"
roaring-moon,590,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 2, 'bug': 1, 'rock': 1, 'ghost': 2, 'dragon': 2, 'dark': 0.5, 'steel': 0.5, 'fairy': 0.0}","[105, 139, 71, 55, 101, 119]","['dragon', 'dark']"
iron-valiant,590,"{'normal': 2, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 2, 'poison': 0.25, 'ground': 1, 'flying': 0.5, 'psychic': 0.5, 'bug': 0.5, 'rock': 2, 'ghost': 0, 'dragon': 2, 'dark': 4, 'steel': 1.0, 'fairy': 0.5}","[74, 130, 90, 120, 60, 116]","['fairy', 'fighting']"
koraidon,670,"{'normal': 2, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 1, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 0.5, 'bug': 0.5, 'rock': 2, 'ghost': 0, 'dragon': 2, 'dark': 2, 'steel': 1.0, 'fairy': 0.0}","[100, 135, 115, 85, 100, 135]","['fighting', 'dragon']"
miraidon,670,"{'normal': 1, 'fire': 1, 'water': 2, 'electric': 0.5, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 0, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1.0, 'dark': 1, 'steel': 0.5, 'fairy': 0}","[100, 85, 100, 135, 115, 135]","['electric', 'dragon']"
walking-wake,590,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1.0, 'dark': 1, 'steel': 0.5, 'fairy': 0}","[99, 83, 91, 125, 83, 109]","['water', 'dragon']"
iron-leaves,590,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 2, 'poison': 1.0, 'ground': 2, 'flying': 0.5, 'psychic': 0.5, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 0, 'steel': 0.25, 'fairy': 1}","[90, 130, 88, 70, 108, 104]","['grass', 'psychic']"
dipplin,485,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1.0, 'dark': 1, 'steel': 0.25, 'fairy': 0}","[80, 80, 110, 95, 80, 40]","['grass', 'dragon']"
poltchageist,308,"{'normal': 0, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 2, 'bug': 0.5, 'rock': 2, 'ghost': 2, 'dragon': 0.5, 'dark': 0.5, 'steel': 0.5, 'fairy': 1}","[40, 45, 45, 74, 54, 50]","['grass', 'ghost']"
sinistcha,508,"{'normal': 0, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 2, 'bug': 0.5, 'rock': 2, 'ghost': 2, 'dragon': 0.5, 'dark': 0.5, 'steel': 0.5, 'fairy': 1}","[71, 60, 106, 121, 80, 70]","['grass', 'ghost']"
okidogi,555,"{'normal': 2, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 1, 'poison': 0.25, 'ground': 0.5, 'flying': 0.5, 'psychic': 0.5, 'bug': 0.5, 'rock': 1.0, 'ghost': 0.0, 'dragon': 1, 'dark': 2, 'steel': 0, 'fairy': 1.0}","[88, 128, 115, 58, 86, 80]","['poison', 'fighting']"
munkidori,555,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 2, 'poison': 1.0, 'ground': 0.5, 'flying': 1, 'psychic': 0.5, 'bug': 1, 'rock': 0.5, 'ghost': 0.5, 'dragon': 1, 'dark': 0, 'steel': 0.0, 'fairy': 2}","[88, 75, 66, 130, 90, 106]","['poison', 'psychic']"
fezandipiti,555,"{'normal': 1, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 2, 'poison': 0.25, 'ground': 0.5, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0.5, 'dragon': 2, 'dark': 2, 'steel': 0.0, 'fairy': 2}","[88, 91, 82, 70, 125, 99]","['poison', 'fairy']"
ogerpon,550,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[80, 120, 84, 60, 96, 110]",['grass']
archaludon,600,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 0.5, 'grass': 1, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 0.25, 'fairy': 0}","[90, 105, 130, 125, 65, 85]","['steel', 'dragon']"
hydrapple,540,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1.0, 'dark': 1, 'steel': 0.25, 'fairy': 0}","[106, 80, 110, 120, 80, 44]","['grass', 'dragon']"
gouging-fire,590,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 1.0, 'dark': 1, 'steel': 1.0, 'fairy': 0}","[105, 115, 121, 65, 93, 91]","['fire', 'dragon']"
raging-bolt,590,"{'normal': 1, 'fire': 1, 'water': 2, 'electric': 0.5, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 0, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1.0, 'dark': 1, 'steel': 0.5, 'fairy': 0}","[125, 73, 91, 137, 89, 75]","['electric', 'dragon']"
iron-boulder,590,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 1.0, 'poison': 2, 'ground': 0.5, 'flying': 2, 'psychic': 0.5, 'bug': 2, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 0, 'steel': 0.25, 'fairy': 1}","[90, 120, 80, 68, 108, 124]","['rock', 'psychic']"
iron-crown,590,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 0.5, 'grass': 1, 'ice': 2, 'fighting': 2, 'poison': 2, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 0, 'steel': 0.25, 'fairy': 2}","[90, 72, 100, 122, 108, 98]","['steel', 'psychic']"
terapagos,450,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[90, 65, 85, 65, 85, 60]",['normal']
pecharunt,600,"{'normal': 0, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 0.5, 'flying': 1, 'psychic': 2, 'bug': 1, 'rock': 0.5, 'ghost': 1.0, 'dragon': 1, 'dark': 0.5, 'steel': 0, 'fairy': 2}","[88, 88, 160, 88, 88, 88]","['poison', 'ghost']"
deoxys-attack,600,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 2, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 0, 'steel': 0.5, 'fairy': 1}","[50, 180, 20, 180, 20, 150]",['psychic']
deoxys-defense,600,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 2, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 0, 'steel': 0.5, 'fairy': 1}","[50, 70, 160, 70, 160, 90]",['psychic']
deoxys-speed,600,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 2, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 0, 'steel': 0.5, 'fairy': 1}","[50, 95, 90, 95, 90, 180]",['psychic']
wormadam-sandy,424,"{'normal': 1, 'fire': 1.0, 'water': 1, 'electric': 2, 'grass': 1.0, 'ice': 1, 'fighting': 0.5, 'poison': 1.0, 'ground': 1, 'flying': 0.0, 'psychic': 2, 'bug': 0.5, 'rock': 2, 'ghost': 0.5, 'dragon': 1, 'dark': 2, 'steel': 1.0, 'fairy': 0.5}","[60, 79, 105, 59, 85, 36]","['bug', 'ground']"
wormadam-trash,424,"{'normal': 1, 'fire': 0.25, 'water': 0.5, 'electric': 0.5, 'grass': 2, 'ice': 2, 'fighting': 0.5, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 2, 'bug': 1, 'rock': 2, 'ghost': 0.5, 'dragon': 1, 'dark': 2, 'steel': 0.25, 'fairy': 1.0}","[60, 69, 95, 69, 95, 36]","['bug', 'steel']"
shaymin-sky,600,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 0.5, 'grass': 1.0, 'ice': 1, 'fighting': 2, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 1.0, 'rock': 1.0, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.25, 'fairy': 1}","[100, 103, 75, 120, 75, 127]","['grass', 'flying']"
giratina-origin,680,"{'normal': 0, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 2, 'bug': 1, 'rock': 1, 'ghost': 2, 'dragon': 2, 'dark': 0.5, 'steel': 0.5, 'fairy': 0}","[150, 120, 100, 120, 100, 90]","['ghost', 'dragon']"
rotom-heat,520,"{'normal': 1, 'fire': 0.5, 'water': 1.0, 'electric': 0.5, 'grass': 1.0, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 0, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 0.25, 'dark': 1, 'steel': 2, 'fairy': 1}","[50, 65, 107, 105, 107, 86]","['electric', 'fire']"
rotom-wash,520,"{'normal': 1, 'fire': 2, 'water': 1.0, 'electric': 0.5, 'grass': 0.25, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 0, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.25, 'dark': 1, 'steel': 1, 'fairy': 1}","[50, 65, 107, 105, 107, 86]","['electric', 'water']"
rotom-frost,520,"{'normal': 1, 'fire': 0.5, 'water': 1.0, 'electric': 0.5, 'grass': 1.0, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 0, 'flying': 4, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1.0, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[50, 65, 107, 105, 107, 86]","['electric', 'ice']"
rotom-fan,520,"{'normal': 1, 'fire': 1, 'water': 2, 'electric': 0.25, 'grass': 1.0, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 0, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[50, 65, 107, 105, 107, 86]","['electric', 'flying']"
rotom-mow,520,"{'normal': 1, 'fire': 0.5, 'water': 4, 'electric': 0.5, 'grass': 0.25, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 0, 'flying': 1.0, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 0.25, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[50, 65, 107, 105, 107, 86]","['electric', 'grass']"
castform-sunny,420,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 2, 'fairy': 1}","[70, 70, 70, 70, 70, 70]",['fire']
castform-rainy,420,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[70, 70, 70, 70, 70, 70]",['water']
castform-snowy,420,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[70, 70, 70, 70, 70, 70]",['ice']
basculin-blue-striped,460,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[70, 92, 65, 80, 55, 98]",['water']
darmanitan-zen,540,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 2, 'poison': 2, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 0, 'steel': 1.0, 'fairy': 1}","[105, 30, 105, 140, 105, 55]","['fire', 'psychic']"
meloetta-pirouette,600,"{'normal': 2, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 1, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 0.5, 'bug': 0.5, 'rock': 1.0, 'ghost': 0, 'dragon': 1, 'dark': 2, 'steel': 1.0, 'fairy': 0.5}","[100, 128, 90, 77, 77, 128]","['normal', 'fighting']"
tornadus-therian,580,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 2, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[79, 100, 80, 110, 90, 121]",['flying']
thundurus-therian,580,"{'normal': 1, 'fire': 1, 'water': 2, 'electric': 0.25, 'grass': 1.0, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 0, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[79, 105, 70, 145, 80, 101]","['electric', 'flying']"
landorus-therian,600,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1.0, 'grass': 1.0, 'ice': 1, 'fighting': 2, 'poison': 2, 'ground': 1, 'flying': 0, 'psychic': 1, 'bug': 1.0, 'rock': 1.0, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1.0, 'fairy': 1}","[89, 145, 90, 105, 80, 91]","['ground', 'flying']"
kyurem-black,700,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 4, 'dark': 1, 'steel': 0.25, 'fairy': 0}","[125, 170, 100, 120, 90, 95]","['dragon', 'ice']"
kyurem-white,700,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 4, 'dark': 1, 'steel': 0.25, 'fairy': 0}","[125, 120, 90, 170, 100, 95]","['dragon', 'ice']"
